id,moodcond,filmtype,fem1mal0,age,relyrs,relmos,neo1,neo2,neo3,neo4,neo5,neo6,neo7,neo8,neo9,neo10,neo11,neo12,neo13,neo14,neo15,neo16,neo17,neo18,neo19,neo20,neo21,neo22,neo23,neo24,neo25,neo26,neo27,neo28,neo29,neo30,neo31,neo32,neo33,neo34,neo35,neo36,neo37,neo38,neo39,neo40,neo41,neo42,neo43,neo44,neo45,neo46,neo47,neo48,neo49,neo50,neo51,neo52,neo53,neo54,neo55,neo56,neo57,neo58,neo59,neo60,dep1,dep2,dep3,dep4,dep5,dep6,dep7,dep8,dep9,dep10,dep11,dep12,dep13,dep14,dep15,dep16,dep17,dep18,dep19,dep20,anx1,anx2,anx3,anx4,anx5,anx6,anx7,anx8,anx9,anx10,anx11,anx12,anx13,anx14,anx15,anx16,anx17,anx18,anx19,anx20,vit1,vit2,vit3,vit4,vit5,vit6,vit7,emm1,emm2,emm3,emm4,emm5,emm6,emm7,emm8,emm9,lsat1,lsat2,lsat3,lsat4,lsat5,pair1,pair2,pair3,pair4,pair5,pair6,pair7,pair8,pair9,pair10,pair11,pair12,pair13,pair14,pair15,pair16,pair17,pair18,pair19,pair20,pair21,pair22,pair23,pair24,nsat1,nsat2,nsat3,nsat4,nsat5,nsat6,nsat7,nsat8,nsat9,attach1,attach2,attach3,attach4,attach5,attach6,attach7,attach8,attach9,attach10,attach11,attach12,attach13,attach14,attach15,attach16,attach17,attach18,attach19,attach20,attach21,attach22,attach23,attach24,attach25,attach26,attach27,attach28,attach29,attach30,attach31,attach32,attach33,attach34,attach35,attach36,att1,att2,att3,att4,neo1r,neo3r,neo8r,neo9r,neo12r,neo14r,neo15r,neo16r,neo18r,neo23r,neo24r,neo27r,neo29r,neo30r,neo31r,neo33r,neo38r,neo39r,neo42r,neo44r,neo45r,neo46r,neo48r,neo54r,neo55r,neo57r,neo59r,dep4r,dep8r,dep12r,dep16r,anx1r,anx3r,anx5r,anx6r,anx7r,anx9r,anx11r,anx15r,anx16r,anx17r,vit2r,pair6r,pair7r,pair8r,pair9r,pair10r,pair11r,pair15r,pair17r,pair19r,pair20r,pair21r,pair22r,nsat4r,nsat6r,nsat9r,attach3r,attach15r,attach19r,attach25r,attach27r,attach29r,attach31r,attach33r,attach35r,attach22r,neuro,extra,open,agr,consc,dep,anx,vit,emm,lsat,pair,nsat,attavoid,attanx,sec,aself,aoth,pet
71,1,1,0,23,2,1,3,5,7,5,5,1,4,6,3,6,1,6,6,4,2,3,5,2,6,6,2,6,5,5,6,2,7,6,5,2,2,5,1,6,6,3,4,6,2,6,4,5,5,5,5,2,7,7,5,7,1,7,7,5,1,1,3,6,1,6,4,4,3,7,2,3,4,6,1,1,1,6,2,2,3,6,2,1,1,2,5,1,6,6,5,7,6,2,6,4,6,2,6,7,6,6,6,1,1,1,5,5,5,5,6,1,6,5,2,1,1,4,3,1,1,3,4,4,4,3,2,3,6,5,4,3,4,2,6,2,5,3,5,7,6,4,3,3,2,3,4,3,1,6,4,5,5,6,2,3,5,6,4,2,6,4,5,5,6,5,5,6,6,5,5,1,3,3,5,3,3,4,5,4,3,4,3,2,1,3,2,1,4,6,7,7,6,2,6,7,2,4,6,6,5,1,2,5,2,4,6,5,6,3,3,1,3,6,6,7,2,6,3,3,3,6,1,3,7,5,7,1,2,2,2,3,2,3,1,2,2,2,2,2,2,3,4,6,2,6,3,5,4,5,5,4,5,7,6,3,6,3,3,3,7,6,4,1,2,2,4,3.083333333,4.5,4.333333333,4.666666667,5.833333333,2.15,2.6,4.428571429,2.333333333,3.4,4.583333333,4.888888889,3.944444444,4,-10,-6,-2,1
72,1,1,1,36,10,11,4,2,5,3,5,3,5,5,1,7,2,2,2,2,4,4,6,3,6,5,2,4,3,4,6,2,5,6,4,3,2,3,4,5,5,3,5,2,2,6,4,1,5,6,3,4,3,2,6,6,3,2,4,2,2,2,4,3,2,2,2,4,3,6,1,1,4,5,1,2,3,4,2,1,1,5,2,1,1,2,4,1,4,1,4,4,5,1,4,2,4,2,1,2,4,5,5,1,2,2,4,4,4,5,4,3,5,2,3,2,2,1,3,2,3,1,4,3,4,3,4,5,3,4,4,4,2,2,2,2,2,1,4,4,4,5,4,3,4,2,3,2,2,4,4,6,5,6,4,7,3,6,6,2,4,2,5,1,2,3,2,2,3,5,3,2,2,4,5,3,2,4,5,4,3,5,4,5,3,4,6,3,4,3,5,4,5,3,3,3,5,4,2,2,4,3,3,7,6,6,4,4,5,5,4,3,4,5,6,4,6,6,7,2,5,4,6,6,6,4,6,2,3,4,3,4,4,4,4,3,4,4,4,3,3,4,6,6,6,6,6,7,3,5,6,5,6,6,4,5,6,3,3,3,5,2,4,3,3,5,3,3.25,4.166666667,4.333333333,5.083333333,5.166666667,2.15,2.6,4.142857143,2.111111111,3.6,4.833333333,5.666666667,3.111111111,3.222222222,7,5,1,1
73,1,1,1,21,1,1,4,6,3,4,6,6,5,6,1,5,6,5,6,2,4,5,7,4,6,6,2,6,6,4,6,3,2,6,2,5,6,5,5,6,6,1,6,7,1,5,2,2,3,3,5,3,5,3,5,7,2,7,7,3,2,1,2,5,1,4,5,1,2,6,2,2,5,4,2,1,1,6,3,2,2,6,2,1,1,1,5,2,6,2,7,3,5,2,2,3,6,3,3,2,5,5,5,2,2,1,4,2,6,5,5,5,6,6,4,3,3,4,4,3,3,3,4,4,4,3,3,7,6,6,6,6,3,2,4,2,7,3,7,7,7,1,7,1,7,5,3,1,1,3,7,6,6,7,2,5,2,5,5,6,4,5,6,2,4,3,3,3,2,5,3,2,2,5,5,3,2,4,6,6,3,6,2,3,5,1,5,6,5,5,6,4,5,3,6,4,6,1,2,1,4,5,2,7,3,6,4,3,4,2,4,6,6,3,2,3,1,7,6,5,3,5,5,5,6,6,7,2,4,2,2,3,2,1,5,3,6,2,3,3,3,6,5,6,4,6,1,5,7,7,3,5,7,7,6,6,2,2,3,2,3,3,3,2,3,2,2,3.083333333,5.666666667,4.083333333,5.666666667,5.083333333,2.15,2.65,5.285714286,3.666666667,3.6,5.791666667,5.333333333,2.666666667,3.666666667,14,4,6,0
74,0,1,0,49,19,0,3,2,6,6,6,1,1,7,1,3,2,7,7,5,1,7,5,1,2,7,1,5,3,4,7,1,4,4,4,3,2,4,5,3,7,5,1,5,3,7,1,3,5,4,1,7,7,1,7,7,1,2,7,5,2,1,1,2,6,6,6,2,1,7,1,1,2,4,1,1,7,5,2,2,4,6,1,1,1,1,2,1,6,2,7,6,6,2,2,2,3,3,2,1,2,6,5,2,1,1,6,2,7,6,5,6,4,2,4,7,2,2,2,2,3,1,4,4,4,3,4,6,2,6,4,5,1,1,1,1,7,1,4,7,3,1,4,1,1,1,7,1,1,7,7,7,6,6,1,2,1,6,1,1,2,2,7,2,1,2,1,2,1,4,1,1,1,1,7,1,1,1,2,2,1,7,1,4,7,4,6,1,6,4,7,4,7,1,4,4,6,2,1,1,5,2,1,7,1,3,7,1,7,5,4,4,4,5,6,3,3,5,5,4,7,1,7,3,6,7,2,1,4,3,2,6,2,1,2,2,6,5,6,2,3,6,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,1,1,6,1,2,2,1,1,4,1,2.166666667,3.666666667,4.416666667,4.166666667,6.25,2.2,2.6,5.714285714,2.777777778,3.8,5.333333333,5.444444444,1.611111111,2.277777778,14,6,4,0
75,1,1,0,45,2,4,3,1,2,2,5,4,5,5,2,5,4,4,6,2,3,6,4,1,3,5,1,2,3,1,5,1,3,5,3,2,3,2,3,5,4,5,4,2,2,6,2,2,4,5,1,6,1,2,5,5,1,2,5,5,1,1,4,5,1,3,2,1,1,5,4,1,2,5,2,1,4,5,1,2,2,4,1,2,1,4,3,1,3,1,1,4,4,3,3,1,4,2,2,2,4,4,4,2,2,2,3,3,4,3,4,3,3,6,2,1,5,1,4,2,3,1,3,3,3,2,2,6,2,4,4,4,5,1,4,1,6,1,4,4,2,1,7,2,2,1,3,2,1,4,5,7,6,6,1,7,2,6,6,1,2,1,5,1,2,2,5,1,1,4,5,2,5,1,6,2,5,2,3,4,2,6,5,1,6,2,6,2,5,2,5,2,5,5,5,1,6,5,2,2,5,6,3,6,4,6,5,2,7,5,7,5,5,6,5,5,6,6,6,3,7,2,6,3,7,4,7,3,3,3,4,5,5,7,4,4,5,4,4,4,4,5,3,7,4,7,2,7,7,6,7,5,6,7,7,6,7,3,2,5,2,2,3,3,3,3,2,2.75,3.333333333,5.25,4.833333333,5.25,2.2,3.2,3.571428571,2.777777778,2.6,4.833333333,6.444444444,3.222222222,2.055555556,9,7,1,0
76,1,1,1,33,3,1,4,3,3,3,6,2,4,3,2,6,2,3,7,1,4,5,4,2,4,5,2,4,2,5,6,1,5,6,4,1,5,2,2,4,6,2,2,1,3,7,1,5,6,5,1,5,7,1,5,7,1,7,7,4,2,2,5,5,1,7,1,3,1,4,3,2,5,4,1,2,2,4,1,1,2,5,1,2,1,1,3,2,4,4,3,4,3,3,4,4,4,3,3,3,4,4,4,5,1,2,4,2,5,4,5,1,5,2,3,1,2,3,2,1,1,1,4,4,4,2,4,7,6,7,3,4,4,1,7,1,1,1,4,7,1,1,4,1,3,1,3,1,1,7,7,7,5,7,1,7,2,6,4,1,4,1,5,2,4,1,5,1,3,1,3,1,3,1,5,1,2,1,5,1,5,7,2,1,4,1,5,1,4,1,6,2,6,1,5,1,5,5,1,4,4,5,5,6,5,7,4,3,6,6,3,3,4,7,3,6,7,5,3,3,7,3,7,4,6,3,7,4,4,4,3,5,4,5,4,5,4,4,4,4,4,6,4,7,1,7,7,7,7,7,7,5,7,7,7,6,7,3,3,3,4,3,4,2,2,3,1,2.166666667,3.916666667,6.083333333,4.583333333,6.166666667,2.2,3.65,4.285714286,1.777777778,3.6,5.541666667,6.222222222,3.222222222,1.111111111,5,5,-3,1
77,1,1,NA,NA,NA,NA,4,2,6,3,6,3,5,6,3,6,4,5,4,5,3,6,5,4,6,5,2,5,5,4,6,2,6,7,5,2,5,5,4,6,6,6,6,5,4,5,5,3,3,3,4,2,6,2,6,6,3,6,6,2,2,6,6,6,6,4,1,1,1,6,5,2,6,6,2,2,2,5,1,3,2,6,3,2,1,1,4,1,1,2,5,5,5,2,5,4,5,3,2,4,5,5,5,2,3,2,6,1,6,5,6,4,5,2,1,1,3,1,1,1,1,1,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,5,3,3,5,2,4,3,4,2,3,6,3,4,3,4,5,5,4,6,6,6,6,2,2,2,2,3,2,4,7,3,3,3,3,3,3,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.833333333,4.333333333,4.166666667,4.416666667,5.416666667,2.2,3,5.571428571,1.333333333,3.4,NA,NA,NA,NA,NA,NA,NA,1
78,1,1,1,24,0,3,1,2,1,7,5,5,5,4,1,5,5,2,5,1,1,1,4,1,5,6,2,1,7,5,6,2,5,3,2,4,2,2,3,5,5,3,4,1,1,7,5,4,1,2,1,2,4,2,6,6,2,4,7,1,3,1,4,6,1,7,2,1,1,5,4,1,3,5,2,2,5,5,1,4,1,5,1,2,1,2,4,3,6,3,3,5,5,1,5,2,5,4,2,1,4,4,4,3,3,1,4,3,5,4,3,1,4,4,1,1,4,1,4,1,2,4,4,4,4,3,5,7,6,6,6,5,1,1,1,2,1,2,6,6,6,2,6,2,6,1,2,1,1,6,6,7,5,7,2,7,1,6,6,2,4,5,7,2,2,4,2,2,2,2,1,1,2,5,4,2,2,2,5,2,2,2,1,2,7,3,6,2,7,5,7,7,7,7,7,5,6,1,1,1,7,7,4,7,6,7,7,7,7,1,3,3,6,4,6,5,7,7,4,6,7,6,6,7,5,4,7,3,3,3,3,4,2,5,3,3,3,3,4,4,4,5,7,7,7,6,7,6,6,6,7,6,7,7,6,7,6,1,4,3,1,2,1,1,1,1,6,4.25,3.583333333,4.916666667,6.083333333,5.833333333,2.25,2.9,3.714285714,2.444444444,4,6.291666667,6.333333333,1.833333333,3.555555556,15,5,5,0
79,0,1,1,28,3,6,3,5,3,7,5,3,5,5,2,5,2,3,4,3,3,3,5,1,5,6,2,5,5,5,5,2,3,2,5,5,6,4,5,5,6,4,5,1,2,6,5,3,2,6,2,5,5,5,6,6,3,6,5,3,3,1,3,3,3,5,3,3,1,6,3,1,3,5,1,2,4,6,2,2,3,6,1,2,2,3,4,2,6,3,5,5,5,3,5,4,5,2,3,3,4,5,6,2,3,1,6,2,6,5,6,2,6,2,1,3,1,5,2,1,3,1,4,4,4,3,4,5,4,5,4,5,2,2,2,2,2,1,6,4,3,2,4,2,4,1,2,2,1,4,5,7,7,6,2,6,3,6,5,1,3,2,6,2,1,4,2,1,2,4,2,4,1,5,5,5,1,3,3,6,2,6,1,2,5,5,5,5,5,5,6,5,5,5,5,2,6,4,3,1,5,5,3,6,5,5,5,5,7,3,3,5,3,3,2,3,7,6,5,2,6,3,3,5,5,5,5,2,3,2,2,4,2,3,3,3,3,3,4,3,2,6,6,6,6,6,6,7,6,6,7,6,6,7,6,5,7,2,3,5,3,3,3,2,3,3,2,3.083333333,5,3.916666667,4.833333333,5.25,2.25,2.8,5.285714286,2.111111111,3.8,5.333333333,6.111111111,2.333333333,3.722222222,10,6,4,1
80,0,1,NA,NA,NA,NA,6,6,5,5,6,6,6,7,2,6,3,4,5,2,2,2,6,2,6,5,5,4,7,5,5,2,5,7,5,4,5,3,3,6,5,2,5,6,2,5,5,2,5,4,3,3,5,2,5,6,2,5,5,3,2,2,5,5,5,5,2,2,2,5,2,2,5,5,2,2,1,6,2,2,2,6,3,2,2,2,5,2,6,3,6,6,6,2,4,6,5,2,2,4,5,4,5,2,3,5,6,3,5,5,5,2,5,2,3,1,2,2,2,1,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,6,4,6,6,6,6,1,3,3,3,4,3,5,2,6,6,4,5,5,6,5,6,3,3,3,3,2,2,3,2,2,2,2,4,3,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.583333333,4.666666667,4.25,4.833333333,5.333333333,2.25,2.95,4.714285714,1.888888889,2,NA,NA,NA,NA,NA,NA,NA,0
81,1,1,0,26,2,1,4,5,3,6,6,2,7,5,1,5,2,4,4,4,1,5,7,2,2,5,2,4,5,1,5,2,6,5,3,7,6,5,7,4,6,5,5,4,1,7,1,3,5,7,5,5,2,3,5,5,2,5,6,1,2,2,5,5,1,5,4,2,1,7,2,1,5,5,1,1,1,2,5,3,1,5,1,2,1,1,4,1,7,2,5,6,6,2,5,3,5,4,3,3,2,6,5,2,3,2,6,4,7,5,3,NA,5,2,1,1,1,1,3,2,1,1,4,4,4,2,4,7,7,6,4,5,5,1,2,1,1,2,6,6,3,1,6,1,6,2,2,1,1,4,4,6,6,7,1,6,1,6,6,6,3,2,7,1,4,2,1,1,2,6,4,4,1,1,1,3,1,1,7,1,2,7,1,1,5,2,5,1,5,4,5,5,5,5,4,1,7,7,1,1,4,5,3,7,4,4,7,3,6,3,7,2,5,1,2,1,4,7,5,1,3,3,5,7,6,3,7,1,3,6,3,4,1,3,2,2,3,3,6,2,3,4,3,7,6,7,7,6,7,7,6,6,7,7,7,7,2,1,7,1,3,3,3,3,3,4,1,2.5,4.5,4.333333333,5.166666667,5.083333333,2.25,2.7,5,1.444444444,3.6,5.833333333,5.888888889,2.611111111,2.333333333,12,12,0,1
82,0,1,0,23,3,10,3,2,7,7,5,2,5,7,3,7,3,4,7,2,7,4,5,1,5,7,4,2,5,6,5,1,6,7,6,4,3,3,1,7,7,4,5,1,1,7,3,3,6,5,1,3,2,1,7,6,2,4,7,3,1,1,2,7,5,7,2,5,1,6,2,2,3,6,1,1,5,4,1,5,2,5,1,2,1,1,5,2,6,5,6,5,5,1,6,5,4,3,3,6,4,4,4,5,1,3,4,2,6,5,5,4,5,3,2,1,3,1,1,1,1,1,4,4,4,5,2,6,7,3,7,7,2,4,1,3,2,5,7,5,7,4,7,4,7,2,2,6,1,5,7,7,7,5,1,5,6,6,6,2,2,1,7,3,1,5,1,1,1,6,1,1,1,3,7,1,2,4,6,1,7,7,1,5,7,5,7,1,2,1,7,5,7,1,7,2,6,3,6,2,5,1,1,5,4,6,1,4,7,3,2,2,2,4,5,7,7,7,5,3,7,5,7,5,7,6,3,2,2,4,3,3,2,2,3,3,2,4,4,4,4,6,6,4,7,5,6,3,4,4,6,6,2,7,7,2,6,1,1,2,1,1,6,1,1,1,1,3.25,3.75,5.583333333,4.916666667,5.833333333,2.3,3.25,5,1.555555556,3.8,5.625,5.666666667,1.777777778,2.611111111,7,1,7,0
83,1,1,1,21,0,2.6,3,3,2,7,6,3,6,6,2,5,3,3,6,6,7,5,3,1,7,7,3,5,7,5,5,2,5,5,3,3,5,2,1,4,5,1,5,1,1,5,5,2,4,6,4,4,6,6,6,5,2,4,7,3,2,2,4,1,5,5,4,1,3,6,2,2,2,6,1,1,5,6,1,2,3,6,6,2,2,2,5,2,5,5,5,6,6,3,6,5,5,3,4,6,6,6,6,2,3,4,3,3,7,4,2,1,4,7,1,1,2,1,5,1,1,1,4,5,5,3,5,3,7,3,6,3,1,4,1,1,2,4,6,4,6,7,6,4,NA,2,1,4,1,3,6,6,4,6,4,4,1,4,6,3,5,1,7,1,1,1,1,1,2,1,1,1,1,1,6,1,4,2,6,4,1,6,1,4,3,1,6,2,7,5,6,6,6,6,6,1,7,1,2,1,5,6,2,6,5,2,1,3,7,1,3,3,5,5,3,7,7,7,6,2,4,4,2,5,6,4,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,5,7,4,7,7,6,4,1,4,6,7,4,7,4,7,5,1,2,2,5,2,1,2,2,2,2,3,4.333333333,4.583333333,4.75,4.916666667,2.35,3.05,3.714285714,2.222222222,4.4,5.086956522,5.111111111,2,2.277777778,17,5,7,0
84,0,1,1,30,NA,9,6,6,6,7,7,2,6,6,1,7,5,6,4,1,2,6,6,3,5,6,4,5,2,2,6,5,4,7,3,2,2,4,2,6,6,1,7,4,1,6,2,1,5,6,5,4,5,3,6,6,2,6,6,1,1,5,4,3,3,6,6,4,2,6,2,2,4,7,1,3,2,6,3,2,1,6,2,3,1,2,4,3,6,1,6,6,4,2,4,4,6,4,2,6,6,6,6,5,4,1,5,4,7,6,7,4,6,4,4,3,4,2,4,4,4,2,4,4,4,4,4,7,5,6,5,7,4,2,3,1,2,1,6,6,4,6,6,1,3,2,1,2,2,7,7,7,3,7,2,7,1,6,6,1,3,4,6,2,3,4,2,4,2,6,3,3,2,5,6,6,3,3,6,4,5,6,3,5,5,2,6,3,5,5,6,5,5,4,3,5,7,5,2,1,2,2,2,7,2,7,6,2,5,6,6,4,5,6,6,6,4,7,7,2,3,4,5,7,7,4,5,2,1,2,2,4,2,2,2,4,4,2,2,2,2,4,4,6,5,7,6,7,2,7,6,7,6,6,6,7,7,2,2,2,3,2,3,2,3,5,2,3.333333333,5.166666667,4.583333333,5.833333333,6,2.35,2.9,5.571428571,3.444444444,4,5.75,6.222222222,2.777777778,4,13,9,3,0
85,0,1,1,25,3,5,3,6,6,7,6,3,7,6,1,4,3,1,5,2,2,6,7,3,6,7,3,7,3,5,5,2,3,6,3,5,3,5,2,6,7,3,7,6,1,6,3,1,6,3,5,6,7,2,7,7,2,6,7,2,5,6,1,5,1,7,5,2,2,5,6,1,4,6,1,2,5,6,1,1,1,5,1,2,1,2,2,4,6,1,6,5,5,2,3,5,5,5,4,6,1,6,5,3,3,2,6,2,7,6,4,6,5,5,2,1,3,1,2,1,1,6,4,4,5,4,4,5,7,6,4,4,1,2,2,1,1,2,7,4,6,5,5,3,4,1,4,1,2,3,7,7,7,7,1,7,3,6,5,2,3,5,7,5,2,2,2,1,1,4,2,4,1,5,5,5,1,5,6,6,6,5,1,3,7,2,6,1,5,5,7,5,7,7,7,2,6,3,2,1,5,2,2,7,7,6,6,2,5,5,3,5,5,3,5,6,2,7,7,5,3,2,6,6,3,7,7,3,2,2,3,6,2,2,3,3,5,3,7,2,3,6,7,6,6,7,7,6,3,5,7,4,7,6,7,5,6,1,3,2,1,2,3,1,1,1,3,3.25,6.5,4.75,6,5.333333333,2.35,3.55,5.714285714,2.444444444,4.2,5.541666667,6.333333333,1.888888889,3.888888889,12,6,4,0
86,1,1,1,23,0,5,4,2,3,7,5,6,6,6,1,7,2,4,6,4,4,5,1,7,6,7,2,1,7,6,6,5,7,6,5,4,4,3,2,3,7,5,5,3,5,7,6,4,3,4,5,3,7,5,6,7,4,1,4,2,5,2,6,6,3,5,3,5,1,6,4,1,3,7,2,2,5,7,6,1,1,7,1,2,4,2,4,5,6,3,2,7,7,4,6,2,5,5,2,2,3,6,5,3,6,2,5,4,7,5,4,7,4,1,1,1,2,1,1,1,7,1,4,5,5,4,5,6,6,6,5,6,2,2,7,1,1,2,7,6,4,2,6,2,6,1,2,1,1,4,6,6,5,7,2,6,1,6,7,1,2,5,7,3,1,1,1,3,2,1,1,1,1,4,6,1,1,5,7,1,1,4,1,1,7,1,6,1,7,3,6,4,6,7,7,2,7,6,1,1,4,5,2,7,4,4,4,3,1,1,2,1,3,4,4,6,5,3,4,4,3,5,3,6,3,2,5,2,1,1,1,4,2,6,1,1,2,3,5,2,3,4,6,6,1,7,7,6,6,6,7,6,7,7,6,7,7,1,2,1,1,2,1,2,2,1,4,4,3.083333333,4,4.666666667,5.416666667,2.4,3.15,5.142857143,1.777777778,4.6,5.833333333,6.333333333,1.333333333,2.666666667,13,11,1,0
87,0,1,0,23,3,10,1,3,1,7,4,7,5,7,2,7,7,7,3,7,1,7,3,1,7,7,1,4,1,7,7,4,1,1,6,7,2,2,5,7,7,7,4,7,1,7,4,1,1,5,1,6,7,1,7,7,3,4,7,2,1,1,1,6,7,7,4,1,2,4,2,6,5,5,6,2,1,6,1,1,1,5,1,1,1,1,3,1,4,7,5,4,4,3,6,4,5,7,1,1,4,4,6,1,1,1,4,6,7,6,4,2,7,1,2,6,1,7,1,1,2,1,3,4,4,5,4,7,2,6,7,5,1,1,1,1,3,1,7,7,2,1,4,1,4,1,5,1,1,6,7,7,7,7,1,7,1,7,7,1,1,2,7,2,1,1,1,4,1,1,1,1,1,2,7,1,1,7,7,1,1,7,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,1,6,1,1,7,1,7,7,1,7,2,1,6,3,1,7,7,3,7,2,7,6,7,7,1,4,3,2,3,5,4,3,4,4,2,3,4,4,2,2,7,7,7,7,5,7,7,7,7,3,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,4.166666667,4.5,4.25,4.583333333,6.25,2.4,3.1,4.571428571,2.444444444,4,5.916666667,7,1,3.333333333,18,6,6,1
88,1,1,1,36,7,2,1,1,1,5,4,2,4,6,2,5,6,4,6,5,4,2,5,1,4,5,1,3,2,5,6,6,7,2,2,6,2,2,6,6,5,4,4,3,5,6,6,4,1,7,6,2,5,2,5,6,5,2,4,5,1,2,1,5,6,5,1,2,1,4,5,3,3,5,2,2,3,5,2,1,3,5,1,2,1,3,5,2,4,3,4,4,3,3,4,3,5,2,2,3,4,4,3,2,3,1,4,3,4,4,3,4,5,4,1,2,2,1,1,1,2,1,4,4,4,2,4,6,4,6,6,2,7,1,4,1,2,1,4,6,2,5,3,4,2,1,4,2,3,4,5,5,4,7,3,6,5,4,5,2,6,7,6,5,6,6,6,6,5,2,5,2,5,2,5,2,4,5,5,2,6,2,4,1,4,1,5,1,3,1,4,5,4,5,5,1,6,6,2,5,7,7,2,6,4,3,4,6,7,6,3,1,6,2,6,2,5,3,4,1,2,6,6,3,7,7,2,4,3,3,3,3,4,4,4,5,4,3,4,4,5,5,1,7,4,7,6,7,3,4,7,4,6,5,5,3,6,2,3,3,4,3,5,4,4,3,6,4.75,3.5,4.416666667,3.916666667,4.75,2.4,3.2,4.142857143,1.666666667,3.6,4.625,5,4.333333333,3.333333333,5,5,-3,0
89,0,1,0,31,6,5,5,6,6,5,4,2,7,7,5,5,2,6,7,1,6,4,6,5,6,6,5,6,2,2,6,4,1,4,3,6,4,5,5,5,4,4,6,7,3,5,6,3,6,2,5,1,4,3,5,5,2,5,5,2,2,3,5,5,2,4,4,3,1,4,4,2,2,4,1,1,2,5,1,2,3,4,1,3,1,2,5,3,2,6,5,5,5,2,4,2,6,3,1,3,5,5,5,2,3,4,5,2,5,5,4,5,4,1,3,3,1,2,1,1,1,1,4,4,4,3,3,7,4,7,6,6,1,1,2,1,1,2,6,7,2,1,4,2,6,2,2,1,1,6,6,6,6,6,2,6,2,6,6,2,2,1,7,2,2,2,2,5,1,1,1,1,1,4,7,1,1,5,6,2,2,6,2,1,7,1,7,1,6,4,6,6,6,2,6,4,7,1,1,1,3,2,1,3,2,7,2,4,3,6,6,7,5,2,4,3,1,5,5,6,3,7,5,6,6,3,6,4,4,3,4,3,6,3,3,3,4,2,3,3,3,6,7,7,6,7,7,6,7,6,6,6,7,7,6,6,6,1,1,2,1,1,2,2,2,2,2,3.833333333,5.166666667,4,5.416666667,4.333333333,2.4,3.1,4.857142857,1.555555556,3.6,6.083333333,6,1.555555556,2.5,18,6,6,0
90,1,1,0,36,3,6,2,1,2,4,1,2,5,6,6,3,3,2,6,6,6,3,2,1,1,2,1,5,2,7,3,4,7,5,6,6,6,3,1,6,5,2,4,1,6,6,5,6,5,5,4,2,1,1,5,4,5,6,5,5,6,2,6,5,5,4,4,1,1,3,5,2,2,5,1,1,4,5,1,1,5,6,1,2,3,1,3,2,6,2,4,5,5,6,4,3,5,3,3,1,5,2,5,2,4,1,3,2,5,4,3,3,5,3,5,3,3,5,5,1,3,1,4,4,4,2,3,7,4,6,5,6,7,1,3,4,2,2,5,6,5,4,5,2,5,1,1,2,1,5,6,7,6,6,1,4,3,6,5,1,7,6,6,5,6,2,5,2,6,2,7,3,5,1,6,3,6,2,2,2,6,2,2,2,6,2,6,1,7,4,5,5,5,6,6,1,2,6,5,1,6,6,2,2,6,2,2,5,7,6,1,1,2,2,2,7,7,2,2,3,4,6,7,3,2,2,3,5,3,3,2,5,2,4,3,3,4,3,3,6,3,6,1,7,5,4,6,6,4,6,7,7,6,7,7,5,7,2,2,6,2,2,1,3,3,2,6,3.583333333,3.166666667,5.666666667,2.833333333,3.166666667,2.4,3.15,4.142857143,3.222222222,3.4,5.458333333,5.888888889,4.055555556,3.055555556,-6,2,0,1
